,biol_act,num_of_crit_points,num_of_3_minus_1,num_of_3_plus_1,num_of_3_plus_3,sum_rol,sum_roe,sum_rolroe,sum_rolroe_ala,sum_rolroe_arg,sum_rolroe_asn,sum_rolroe_asp,sum_rolroe_cys,sum_rolroe_glu,sum_rolroe_gln,sum_rolroe_gly,sum_rolroe_his,sum_rolroe_ile,sum_rolroe_leu,sum_rolroe_lys,sum_rolroe_met,sum_rolroe_phe,sum_rolroe_pro,sum_rolroe_ser,sum_rolroe_thr,sum_rolroe_trp,sum_rolroe_tyr,sum_rolroe_val,sum_rolroe_hoh,sum_rol_h,sum_rol_c,sum_rol_n,sum_rol_o,sum_rol_f,sum_rol_p,sum_rol_s,sum_rol_cl,sum_rol_br,sum_rol_i,yon_3_minus_1,yon_3_plus_1,yon_3_plus_3,yon_rolroe_ala,yon_rolroe_arg,yon_rolroe_asn,yon_rolroe_asp,yon_rolroe_cys,yon_rolroe_glu,yon_rolroe_gln,yon_rolroe_gly,yon_rolroe_his,yon_rolroe_ile,yon_rolroe_leu,yon_rolroe_lys,yon_rolroe_met,yon_rolroe_phe,yon_rolroe_pro,yon_rolroe_ser,yon_rolroe_thr,yon_rolroe_trp,yon_rolroe_tyr,yon_rolroe_val,yon_rolroe_hoh,yon_rol_h,yon_rol_c,yon_rol_n,yon_rol_o,yon_rol_f,yon_rol_p,yon_rol_s,yon_rol_cl,yon_rol_br,yon_rol_i
2aoe,7.62,124,83,40,1,6.322612800000001,4.718346400000001,11.040959200000001,0.819204,0.2603885,0.0,1.5164157,0.0,0.0,0.0,1.8819531,0.0,1.2600358,0.0719322,0.0,0.4373751,0.0,0.3210539,0.0,0.0,0.0,0.0,0.171349,4.3012519000000005,7.6998072,1.4112845,0.1607185,1.769149,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
2aog,6.28,142,100,41,1,4.426707700000001,4.1637108,8.5904185,1.0731929,0.133448,0.0,1.8847856000000003,0.0,0.0,0.0,1.8987403999999999,0.0,1.1421224999999997,0.0779825,0.0,0.0,0.0,0.2200224,0.0,0.0,0.0,0.0,0.0852117,2.0749125,6.322288,0.2203009,0.11694180000000001,1.9308877999999996,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
2aqu,9.32,101,75,26,0,2.6218097,2.5132969,5.1351066,0.5832252,0.0227516,0.0,1.2261587,0.0,0.0,0.0,1.8354246,0.0,0.7987829,0.0144242,0.0,0.0,0.0,0.17616949999999998,0.0,0.0,0.0,0.0,0.17742420000000003,0.3007457,3.8285878,0.4546046,0.054853299999999994,0.7970609,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
2avm,5.7,146,105,39,2,4.7513147,4.3991027,9.1504174,0.7193911,0.12003169999999999,0.0,1.9850273999999999,0.0,0.0,0.0,1.8324806,0.0,1.4458964,0.0748841,0.0,0.0,0.0,0.2383655,0.0,0.0,0.0,0.0,0.6349861,2.0993545,6.8908378,0.44905429999999996,0.0170287,1.7934966,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
2avo,8.85,116,86,30,0,2.6913004,2.5778644,5.2691648,0.45734529999999995,0.2039197,0.0,1.3802567000000001,0.0,0.0,0.0,1.0029103,0.0,0.7461051,0.05355650000000001,0.0,0.0,0.0,0.16204010000000002,0.0,0.0,0.0,0.0,0.4599369,0.8030942,4.0885779,0.5815707999999999,0.0,0.5990161,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0
2avq,4.39,143,103,39,1,4.3524759,4.0374947,8.3899706,0.7413583,0.2676723,0.0,1.8341772,0.0,0.0,0.0,1.9447632000000001,0.0,0.6842413,0.0782957,0.0,0.0,0.0,0.2442927,0.0,0.0,0.0,0.0,0.9579021,1.6372678,6.445354200000001,0.18365830000000002,0.0969158,1.6640422999999998,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
2avs,7.57,124,89,33,2,2.9340436999999997,2.8198299,5.7538735999999995,0.48284589999999994,0.2736121,0.0,1.3539463999999999,0.0,0.0,0.0,1.0743811,0.0,0.5184959,0.0584701,0.0,0.0,0.0,0.2455962,0.0,0.0,0.0,0.0,0.835035,0.9114909,4.476273099999999,0.49790999999999996,0.1561981,0.6234924,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
2bpv,7.67,102,72,29,1,2.4282848000000006,2.3848562999999996,4.8131411,0.7884404999999999,0.141718,0.0,1.229701,0.0,0.0,0.0,0.8597591,0.0,0.7065417,0.055471400000000004,0.0,0.0,0.0650918,0.1036951,0.0,0.0,0.0,0.0,0.2006825,0.66204,3.8285972999999998,0.202839,0.030476999999999997,0.7512278000000001,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
2bpy,7.4,111,80,29,2,2.3128798,2.2267911000000007,4.539670900000001,0.45187630000000006,0.23768,0.0,1.2008944,0.0,0.0,0.0,0.8814606,0.0,0.7072556999999999,0.06536600000000001,0.0,0.0,0.0272483,0.09400739999999999,0.0,0.0,0.0,0.0,0.2376754,0.6362068000000001,3.6566184999999995,0.1797434,0.0582128,0.5691765,0.0,0.0,0.0,0.07591969999999999,0.0,0.0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0
2bqv,8.05,99,74,25,0,2.2755667,2.2195815999999997,4.4951483,0.6414979,0.27786679999999997,0.0,1.0673472,0.0,0.0,0.0,0.8191109,0.0,0.6841757,0.11757609999999999,0.0,0.0,0.0,0.1647347,0.0,0.0,0.0,0.0,0.32121720000000004,0.40162180000000003,3.0900755999999996,0.6373511000000001,0.0256963,0.7420252999999999,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
2cej,8.62,113,79,34,0,2.7595751999999996,2.745867,5.505442199999999,0.680013,0.3020602,0.0,1.4280286999999998,0.0,0.0,0.0,0.783333,0.0,1.0761601,0.3873913,0.0,0.0,0.0,0.0729101,0.0,0.0,0.0,0.0,0.3159107,0.45963509999999996,3.6687997,0.6454646999999999,0.0,1.0529388000000002,0.0,0.0,0.0,0.0,0.138239,0.0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,0
2cen,8.3,120,82,37,1,3.0129895,2.9553084,5.9682979,0.5972568999999999,0.0,0.0,1.6039303,0.0,0.0,0.0,0.9149988,0.0,1.3608768000000002,0.1527658,0.0,0.0,0.015950600000000002,0.26661060000000003,0.0,0.0,0.0,0.0,0.4522844,0.6036237,4.2107153,0.7968613,0.0582092,0.9025121,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
2f80,8.18,83,60,22,1,2.3865429,2.326225,4.712767899999999,0.3527198,0.059889200000000004,0.8180695,0.9701292,0.0,0.0,0.0,0.9295343,0.0,0.7612264,0.0404896,0.0,0.0,0.0,0.11631939999999999,0.0,0.0,0.0,0.0,0.2885572,0.3758333,3.1277607,0.3732309,0.1162755,1.0652689,0.0,0.0,0.0302319,0.0,0.0,0.0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0
2f81,10.52,89,62,26,1,2.4410051000000004,2.4614007,4.9024058,0.3469934,0.0,0.0,1.7784546000000003,0.0,0.0,0.0,1.2304795999999998,0.0,0.7855225000000001,0.0523532,0.0,0.0,0.0,0.1165926,0.0,0.0,0.0,0.0,0.1365206,0.4554893,3.1226108999999997,0.27442,0.1929286,1.3124463,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
2f8g,8.7,88,62,23,3,2.4944978000000004,2.4889732,4.983471000000001,0.42161760000000004,0.0,0.0,1.7255386000000001,0.0,0.0,0.0,0.8913222,0.0,0.6607529,0.0615232,0.0,0.0,0.0,0.264631,0.0,0.0,0.0,0.0,0.6606669,0.2974186,3.42804,0.3578918,0.18188159999999998,1.0156576,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
2fgu,9.18,116,80,34,2,3.0126885,2.8525213,5.8652098,0.60077,0.09279570000000001,0.0,1.4521519,0.0,0.0,0.0,0.9134192,0.0,1.3478189999999999,0.09616530000000001,0.0,0.0,0.0,0.4567891,0.0,0.0,0.0,0.0,0.2789889,0.6263106999999999,4.4362949,0.5478764,0.0238586,0.8571799,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
2fgv,6.12,112,79,32,1,2.7567541,2.6789897,5.4357438,0.5165991999999999,0.1113962,0.0,1.3397314,0.0,0.0,0.0,0.9012357,0.0,1.5040582,0.0395932,0.0,0.0,0.0,0.1964909,0.0,0.0,0.0,0.0,0.2345432,0.5920958,4.0944439,0.3363405,0.0536829,0.9512765000000001,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
2fle,7.85,130,87,42,1,3.328768,3.2812007,6.6099687,0.6646592,0.299489,0.0,1.7916488,0.0,0.0,0.0,1.0911579,0.0,1.5488364,0.3276244,0.0,0.0,0.0,0.5442156,0.0,0.0,0.0,0.0,0.1276328,0.21470460000000002,5.0186568000000005,0.5348314,0.0797917,0.9766887999999999,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
2hb3,11.35,103,75,26,2,2.3124409999999997,2.2641414999999996,4.576582499999999,0.28601909999999997,0.0,0.0,1.3701091,0.0,0.0,0.0,0.9180768,0.0,0.9428892,0.07494509999999999,0.0,0.0,0.0,0.1173052,0.0,0.0,0.0,0.0,0.1316918,0.7355461999999999,3.3050397,0.1454443,0.0,1.1260985000000003,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0
2hs1,8.48,95,71,24,0,2.3498968,2.2745772000000004,4.624474,0.2900021,0.0889579,0.0,1.612174,0.0,0.0,0.0,0.847723,0.0,0.8356933999999998,0.056282,0.0,0.0,0.0,0.0492798,0.0,0.0,0.0,0.0,0.11373169999999999,0.7306301,3.0230974999999995,0.24726440000000002,0.1577136,1.1787021000000002,0.0,0.0,0.0176964,0.0,0.0,0.0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0
2i0a,11.4,107,81,25,1,2.3651756,2.2851274,4.650303,0.2991758,0.0822496,0.0,1.5190326,0.0,0.0,0.0,0.9909232000000001,0.0,0.7624298,0.0534618,0.0,0.0,0.0635936,0.0862137,0.0,0.0,0.0,0.0,0.1768826,0.6163403,2.8663718,0.3643851,0.0,1.3924486999999999,0.0,0.0,0.0270974,0.0,0.0,0.0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0
2i4d,11.68,100,74,26,0,2.5728701999999997,2.5506249,5.1234950999999995,0.4229488,0.0387628,0.0,1.5233979999999998,0.0,0.0,0.0,1.0004627,0.0,0.8066687000000001,0.042961,0.0,0.0,0.0199518,0.3517566,0.0,0.0,0.0,0.0,0.15003160000000001,0.7665531,3.0735269,0.15277429999999997,0.0,1.8137686999999998,0.0,0.0372935,0.0461317,0.0,0.0,0.0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0
2i4u,11.57,92,67,24,1,2.2879677,2.2337407,4.5217084,0.2245699,0.0,0.0,1.3384055000000001,0.0,0.0,0.0,1.0519513000000003,0.0,0.9146732,0.0589895,0.0,0.0,0.0,0.1158536,0.0,0.0,0.0,0.0,0.2967594,0.5205059999999999,2.8154491999999998,0.48454660000000005,0.0,1.1819629,0.0,0.0,0.0397497,0.0,0.0,0.0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0
2i4v,11.2,101,74,25,2,2.3997784000000006,2.3089886,4.708767000000001,0.2945939,0.07155059999999999,0.0,1.4458085999999999,0.0,0.0,0.0,0.8947319999999999,0.0,0.8132745000000001,0.0335358,0.0,0.0,0.0,0.1439475,0.0,0.0,0.0,0.0,0.43042880000000006,0.5808953,2.8144399,0.5226279,0.0,1.3716992000000001,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0
2i4w,11.59,110,77,32,1,2.7395739000000003,2.718254300000001,5.457828200000002,0.37845120000000004,0.0,0.0,1.3716340000000002,0.0,0.0,0.0,1.4788049,0.0,0.8637878000000001,0.031813499999999995,0.0,0.0,0.0652933,0.3819971,0.0,0.0,0.0,0.0,0.3036621,0.5823843000000001,3.4143997000000006,0.46849089999999993,0.0,1.5373902000000002,0.0,0.037547399999999995,0.0,0.0,0.0,0.0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0
2i4x,11.72,126,86,39,1,3.0636977,3.0185171000000004,6.082214800000001,0.45305179999999995,0.0,0.0,1.7801145000000003,0.0,0.0,0.0,1.3621219,0.0,0.700871,0.0,0.0,0.0,0.0866662,0.5858161,0.0,0.0,0.0,0.0,0.3923051,0.7212682,3.9204878999999995,0.2919184,0.0,1.8249708999999998,0.0,0.0,0.0448376,0.0,0.0,0.0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0
2idw,8.89,98,71,26,1,2.4801446,2.4066794,4.886824,0.529284,0.0,0.0,1.3232537,0.0,0.0,0.0,1.021539,0.0,0.9306508,0.056672799999999995,0.0,0.0,0.0,0.056881,0.0,0.0,0.0,0.0,0.0437534,0.9247893,3.4717228,0.28689010000000004,0.0281399,1.1000712000000001,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
2nmz,8.37,113,72,39,2,3.458728,3.3167354,6.7754634,0.7047949,0.044455999999999996,0.0,1.6433462000000003,0.0,0.0,0.0,1.2558818,0.0,1.5710245999999999,0.08356640000000001,0.0,0.0,0.0,0.1869796,0.0,0.0,0.0,0.0,0.0975684,1.1878455,5.4518766,0.565286,0.07161290000000001,0.6866879,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
2o4k,10.46,140,95,43,2,3.6563597000000003,3.4861953999999997,7.1425551,0.7272147000000001,0.09743850000000001,0.0,1.5204810000000002,0.0,0.0,0.0,1.518755,0.0,1.7712452,0.0366584,0.0,0.0,0.062302899999999994,0.36915519999999996,0.0,0.0,0.0,0.0,0.2330065,0.8062977,5.1058737,0.7749942999999999,0.0877079,1.1739792,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
2o4l,9.22,96,66,29,1,2.1245030000000003,2.1809842,4.3054872,0.1820803,0.2534721,0.0,0.9272731999999999,0.0,0.0,0.0,0.9318732999999999,0.0,0.38369010000000003,0.13251990000000002,0.0,0.0,0.0,0.0745793,0.0,0.0,0.0,0.0,1.2255352,0.19446380000000002,2.4720753,0.3300124,0.16649370000000002,1.1034448000000001,0.233461,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0
2o4n,7.82,104,68,36,0,2.3003452,2.3480453999999997,4.6483906,0.38972690000000004,0.21617419999999998,0.0,1.0172378,0.0,0.0,0.0,0.9117778999999999,0.0,1.4152328,0.36583409999999994,0.0,0.0,0.0,0.0737815,0.0,0.0,0.0,0.0,0.0535974,0.205028,2.5596235,0.5755513,0.2115975,1.1035830999999998,0.1610405,0.0,0.0369947,0.0,0.0,0.0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0
2p3a,7.96,124,83,40,1,4.2760526,4.0603549,8.3364075,0.5599725999999999,0.5245768,0.0,1.5199674,0.0,0.0,0.0,2.7532845999999997,0.0,1.4037064000000001,0.0776702,0.0,0.19909480000000002,0.0156379,0.22256800000000002,0.0,0.0,0.0,0.0,0.24945900000000001,0.8104698,6.155384400000001,0.3294275,0.0,1.8515956,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0
2p3b,8.48,92,71,21,0,3.5604282999999994,3.4524362,7.012864499999999,0.6201375,0.09762090000000001,0.0,1.6274566999999998,0.0,0.0,0.0,2.5183386,0.0,1.0985422,0.024435,0.0368753,0.030097699999999998,0.0174473,0.34810759999999996,0.0,0.0,0.0,0.0,0.27126459999999997,0.3225411,4.6255369,0.40607649999999995,0.0,1.9812510999999997,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0
2p3c,7.62,129,81,48,0,4.8895854,4.7583027,9.6478881,0.8110131,0.0,0.0,2.7895999,0.0,0.0,0.0,2.0747313000000003,0.0,1.7862117,0.0182663,0.20717420000000003,0.3327586,0.0403984,0.5443171,0.0,0.0,0.0,0.0,0.2953274,0.7480901,7.0853471,0.5356226,0.0,2.0269184,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0
2pk5,10.7,136,96,39,1,3.2683774,3.1877114000000004,6.4560888,0.44300660000000003,0.1328677,0.0,1.7957671,0.0,0.0,0.0,1.4590318999999998,0.0,1.1883736,0.1438033,0.0,0.0,0.0164605,0.32445939999999995,0.0,0.0,0.0,0.0,0.42661530000000003,0.5257034,4.1582335,0.5934706000000001,0.049103499999999994,1.465832,0.0,0.0,0.18944919999999998,0.0,0.0,0.0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0
2pk6,10.89,137,96,39,2,3.414343,3.1766823,6.5910253,0.31586179999999997,0.12227769999999999,0.0,1.8619164,0.0,0.0,0.0,1.5804962,0.0,1.1162708,0.1064375,0.0,0.0,0.022085,0.33095220000000003,0.0,0.0,0.0,0.0,0.4425861,0.6921416,4.3369582,0.7993547999999999,0.0,0.9782888000000001,0.0,0.0,0.47642350000000006,0.0,0.0,0.0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0
2pqz,5.67,82,57,24,1,2.3060535000000004,2.3610082,4.6670617000000005,0.17438760000000003,0.0451636,0.0,1.65092,0.0,0.0,0.0,0.5472538,0.0,1.5891692000000002,0.11984910000000001,0.0,0.0,0.0,0.12626779999999999,0.0,0.0,0.0,0.0,0.1402901,0.2737605,3.2026351,0.38123359999999995,0.0,1.083193,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0
2psu,7.62,90,67,21,2,2.1331407,1.9844309999999998,4.117571699999999,0.2133172,0.033745899999999995,0.0,1.2824224,0.0,0.0,0.0,1.0476128000000002,0.0,0.7534344000000002,0.026809,0.0,0.0,0.0,0.1158102,0.0,0.0,0.0,0.0,0.2129867,0.4314331,3.068245,0.1725647,0.0,0.876762,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0
2psv,7.24,86,60,24,2,2.0601502,1.9534716,4.0136218,0.2687415,0.09457399999999999,0.0,1.1271858,0.0,0.0,0.0,0.9562776000000001,0.0,0.9247331999999999,0.0161037,0.0,0.0,0.0,0.08700949999999999,0.0,0.0,0.0,0.0,0.1968692,0.34212729999999997,2.7920926999999995,0.2173232,0.0,0.9807482000000001,0.0,0.0,0.023457699999999998,0.0,0.0,0.0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0
2pwc,6.57,85,62,23,0,2.6365142,2.5876074000000004,5.2241216,0.23818569999999997,0.0419818,0.0,2.1821177,0.0,0.0,0.0,0.4990979,0.0,1.3013750000000002,0.1431066,0.0,0.0,0.0,0.06437430000000001,0.0,0.0,0.0,0.0,0.2432914,0.5105912,3.8267552,0.4959703999999999,0.102687,0.798709,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
2pwr,6.59,105,72,33,0,3.1819946999999997,3.1156732999999996,6.297668,0.2572407,0.1105728,0.0,2.227398,0.0,0.0,0.0,0.7878327,0.0,1.4842699000000001,0.19231700000000002,0.0,0.0,0.0,0.0477365,0.0,0.0,0.0,0.0,0.2024809,0.9878195000000001,3.8075695,0.6663065,0.12652580000000002,1.6972661999999998,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
2pym,6.82,104,70,32,2,10.6318401,7.6421691,18.274009200000002,0.3893059,0.1007506,5.2203762000000005,0.9838671,0.0,0.0,0.0,0.8475739999999999,0.0,1.6560591000000002,0.0772438,0.0,0.0,0.0,0.24962800000000002,0.0,0.0339636,0.0,0.0,0.26696759999999997,8.4482733,8.956627300000001,8.8161592,0.0,0.4810293,0.0,0.0,0.0201934,0.0,0.0,0.0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0
2pyn,7.57,103,68,35,0,5.6354442,4.6587608000000005,10.294205000000002,0.4145737,0.08269889999999999,1.3206625,0.6944886,0.0,0.0,0.0,0.60825,0.0,1.5213599000000002,0.06702430000000001,0.0,0.0,0.0,0.3550656,0.0,0.030841600000000004,0.0,0.0,0.31333069999999996,4.8859092,5.029429499999999,4.8754365,0.0,0.3376275,0.0,0.0,0.0517115,0.0,0.0,0.0,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0
2q54,9.01,94,65,28,1,2.5254602999999998,2.3567783,4.8822386,0.6453681,0.1541518,0.0,1.3010906000000002,0.0,0.0,0.0,1.2635903,0.0,0.6400258,0.0559468,0.0,0.0,0.0,0.25161880000000003,0.0,0.0,0.0,0.0,0.0954016,0.47504480000000004,3.1712418,0.5172275,0.0,1.1937693,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0
2q55,8.69,119,84,35,0,2.798822,2.6789236999999995,5.4777457,0.6456485999999999,0.0548743,0.0,1.3115699,0.0,0.0,0.0,0.8955096,0.0,1.0158485,0.1028202,0.0,0.0,0.0,0.4087022,0.0,0.0,0.0,0.0,0.2686422,0.7741302000000001,3.5590089999999996,0.8658501,0.017482499999999998,1.0354041,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
2q5k,11.3,102,76,26,0,2.4754769000000003,2.3887428,4.8642197000000005,0.4804836,0.0264154,0.0,1.4842516000000001,0.0,0.0,0.0,0.8841035,0.0,1.0091487,0.0363283,0.0,0.0,0.0,0.2488892,0.0,0.0,0.0,0.0,0.1859426,0.5086568,3.1488053000000003,0.8271741,0.0,0.8882403000000001,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0
2q63,7.18,108,69,37,2,5.8816331,4.7300702,10.6117033,0.3809855,0.1855278,0.7524864,0.8933779,0.0,0.0,0.0,0.811785,0.0,1.4539219,0.07705490000000001,0.0,0.0,0.0,0.3659633,0.0,0.0397034,0.0,0.0,0.2070232,5.443873999999999,4.605327300000001,5.427844200000001,0.0,0.4434915,0.0,0.0,0.1350403,0.0,0.0,0.0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0
2q64,8.52,96,67,27,2,2.9666477,2.9963881,5.9630358,0.31086020000000003,0.17843799999999999,1.6221809,0.6700652999999999,0.0,0.0,0.0,0.9012338,0.0,1.2682526,0.09765570000000001,0.0,0.0,0.0,0.3732172,0.0,0.017130399999999997,0.0,0.0,0.2567769,0.2672248,5.1857387,0.34211250000000004,0.0,0.33528020000000003,0.0,0.0,0.0999044,0.0,0.0,0.0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0
2qci,8.34,84,63,20,1,6.015800199999999,4.8035529,10.819353099999999,0.2473416,0.14512049999999999,0.6387249,1.0478963000000001,0.0,0.0,0.0,0.8661684999999999,0.0,0.7966948,0.0458792,0.0,0.0,0.0,0.1126774,0.0,0.0,0.0,0.0,0.15560459999999998,6.7632452999999995,2.7076936,3.2970043999999996,0.0,4.8146550999999995,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0
